"";"ano_trimestre";"mes_central";"region";"r_p_c";"estrato";"tipo";"conglomerado";"id_identificacion";"idrph";"ano_encuesta";"mes_encuesta";"hogar";"nro_linea";"edad";"sexo";"parentesco";"curso";"nivel";"termino_nivel";"est_conyugal";"proveedor";"nacionalidad";"a1";"a2";"a3";"a4";"a5";"a6";"a6_otro";"a6_otro_covid";"a6_orig";"a7";"a8";"a9";"b1";"b2";"b3";"b4";"b5";"b6";"b7a_1";"b7a_2";"b7a_3";"b7b_1";"b7b_2";"b7b_3";"b7b_4";"b8";"b9";"b10";"b11_proxy";"b12";"b13_rev4cl_caenes";"i1";"i2";"i3";"i3_v";"i4";"i5";"i6";"i7";"b14_rev4cl_caenes";"b15_1";"b15_2";"b16";"b16_otro";"b16_otro_covid";"b16_orig";"b17_mes";"b17_ano";"b18_region";"b18_varias";"b18_codigo";"b19";"c2_1_1";"c2_1_2";"c2_1_3";"c2_2_1";"c2_2_2";"c2_2_3";"c3_1";"c3_2";"c3_3";"c4";"c5";"c6";"c7";"c8";"c9";"c9_otro";"c9_otro_covid";"c9_orig";"c10";"c11";"c12";"e2";"e3_1";"e3_2";"e3_3";"e3_4";"e3_5";"e3_6";"e3_7";"e3_8";"e3_9";"e3_10";"e3_11";"e3_12";"e3_total";"e4";"e5";"e5_dia";"e5_sem";"e5_mes";"e5_ano";"e6_mes";"e6_ano";"e7";"e9";"e9_otro";"e9_otro_covid";"e9_orig";"e10";"e11";"e12";"e12_otro";"e12_otro_covid";"e12_orig";"e13";"i11";"i12";"i13_1";"i13_2";"i13_3";"i13_4";"i13_5";"i13_6";"i13_7";"i13_8";"i13_9";"i13_10";"i13_11";"i13_88";"i13_99";"i13_total";"e21_mes";"e21_ano";"e21_tramo";"e22";"e23";"e23_otro";"e23_otro_covid";"e23_orig";"e24";"e24_otro";"e24_otro_covid";"e24_orig";"ocup_honorarios";"orig1";"orig2";"orig3";"mig1";"mig2_cod";"mig3_cod";"mig4";"mig5_cod";"mig6_cod";"cae_general";"cae_especifico";"categoria_ocupacion";"habituales";"efectivas";"cine";"r_p_rev4cl_caenes";"sector";"ocup_form";"tramo_edad";"activ";"fact_cal"
"270";2021;6;13;13101;13100610;1;"22367";96283;878479182;2021;7;1;1;27;2;1;3;8;1;3;1;152;1;NA;1;NA;NA;NA;"";NA;NA;NA;NA;NA;3;2;NA;NA;1;NA;1;1;1;1;1;1;88;1;2;NA;1;1;NA;1;1;1;0;NA;NA;NA;NA;16;5;NA;5;"5 POR PANDEMIA";1;88;1;2019;13;1;13101;2;888;5;44;NA;NA;NA;888;5;44;NA;2;NA;2;NA;NA;"";NA;NA;1;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"";NA;NA;2;2;NA;"";2;13122;NA;2;NA;NA;1;1;4;44;44;6;16;1;1;3;1;853,678911678281
"271";2021;6;13;13107;13100111;1;"10049";98915;13658568;2021;5;1;5;40;1;3;4;4;1;2;0;152;1;NA;1;NA;NA;NA;"";NA;NA;NA;NA;NA;4;2;NA;NA;2;NA;1;1;1;1;1;1;2;1;2;NA;1;1;NA;1;1;1;0;NA;NA;NA;NA;7;4;NA;88;"";NA;88;88;2015;13;1;13107;2;9;5;45;NA;NA;NA;9;5;45;NA;2;NA;2;NA;NA;"";NA;NA;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;"";NA;NA;NA;"";NA;NA;2;2;NA;"";1;NA;NA;2;13302;NA;1;1;3;45;45;5;7;1;1;6;1;274,991730495416
"272";2021;6;1;1401;1200120;3;"22134";98610;1180670713;2021;5;1;1;80;1;1;7;3;2;1;1;152;1;NA;1;NA;NA;NA;"";NA;NA;NA;NA;NA;6;1;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;2;NA;4;NA;1;1;2;88;"";NA;88;88;2006;1;1;1401;2;8;7;56;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;NA;"";NA;NA;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"";NA;NA;2;2;NA;"";1;NA;NA;3;NA;68;1;1;2;56;56;4;1;2;2;12;1;132,431301092469
"273";2021;6;11;11101;11100110;1;"13314";94097;1055634434;2021;7;1;1;21;2;1;2;7;2;3;1;152;1;NA;1;NA;NA;NA;"";NA;NA;NA;NA;NA;5;2;NA;NA;2;NA;1;1;1;1;1;88;88;1;2;NA;1;1;NA;1;1;1;0;NA;NA;NA;NA;9;2;6;88;"";NA;88;9;2018;11;1;11101;2;8;6;48;NA;NA;NA;8;6;48;NA;2;NA;1;24;5;"OPCION 5 POR MOTIVO COVID 19";1;20;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"";NA;NA;2;2;NA;"";1;NA;NA;2;NA;NA;1;1;3;48;24;6;9;1;1;2;1;50,5447098712005
"274";2021;6;6;6110;6022;2;"60226110315";68033;867779884;2021;6;1;2;75;1;2;3;6;2;1;0;152;2;2;NA;NA;2;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;"";NA;5;NA;2;8;"";NA;8;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88;2003;4;2;NA;"";NA;NA;3;"";NA;3;NA;2;NA;"";1;NA;NA;2;8301;NA;9;17;0;NA;NA;5;NA;NA;NA;12;3;340,682004340131
"275";2021;6;7;7101;7100111;1;"44214";54022;884545955;2021;5;1;1;55;2;1;8;3;1;5;1;152;1;NA;1;NA;NA;NA;"";NA;NA;NA;NA;NA;9;2;NA;NA;2;NA;2;2;2;2;2;2;2;2;1;1;1;4;1;88;88;2;0;NA;NA;NA;NA;1;3;NA;88;"";NA;88;5;2021;7;2;7101;2;8;4;32;NA;NA;NA;8;4;32;NA;2;NA;2;NA;NA;"";NA;NA;1;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;77;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"";NA;NA;2;2;NA;"";1;NA;NA;1;NA;NA;1;1;3;32;32;4;1;2;2;9;1;136,220090341824
"276";2021;6;3;3301;3300120;3;"32383";54883;819925511;2021;5;1;2;36;2;2;5;9;1;1;0;152;1;NA;1;NA;NA;NA;"";NA;NA;NA;NA;NA;2;2;NA;NA;1;NA;1;1;2;1;1;1;2;1;2;NA;1;2;15;1;1;1;0;NA;NA;NA;NA;16;4;NA;88;"";NA;88;3;2017;3;1;3301;2;888;5;44;NA;NA;NA;888;5;44;NA;2;NA;2;NA;NA;"";NA;NA;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"";NA;NA;2;2;NA;"";1;NA;NA;2;13101;NA;1;1;4;44;44;7;15;1;1;5;1;173,012525750554
"277";2021;6;4;4303;4062;2;"4062430368";75498;334352753;2021;7;1;2;79;1;8;6;3;1;4;0;152;2;2;NA;NA;2;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;"";NA;5;NA;2;12;"";NA;12;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88;2015;4;3;NA;"";NA;NA;NA;"";NA;NA;NA;2;NA;"";1;NA;NA;1;NA;NA;9;24;0;NA;NA;3;NA;NA;NA;12;3;67,5121252895459
"278";2021;6;4;4202;4099;3;"409942022235";61174;1188089315;2021;6;1;2;10;1;4;4;3;2;0;0;152;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"";NA;NA;NA;2;NA;"";1;NA;NA;1;NA;NA;0;0;0;NA;NA;3;NA;NA;NA;NA;NA;83,2554867138447
"279";2021;6;14;14101;14100112;1;"41382";56962;773068158;2021;5;1;1;52;2;1;2;11;2;5;1;152;2;2;NA;NA;1;7;"OPCION 7 SUPENSION TEMPORAL POR COVID 19";1;14;2;3;1;7;1;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;1;2;2;1;3;1;1;88;"";NA;88;99;2017;14;1;14101;2;5;4;20;NA;NA;NA;NA;NA;NA;NA;2;NA;1;20;5;"OPCION 5 RAZONES TECNICAS POR COVID 19";1;20;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;77;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"";NA;NA;2;2;NA;"";1;NA;NA;2;10101;NA;3;6;2;20;0;8;3;1;1;8;1;114,071324010529
"280";2021;6;8;8301;8300112;1;"16061";93233;558665837;2021;7;1;1;48;1;1;4;4;1;1;1;152;1;NA;1;NA;NA;NA;"";NA;NA;NA;NA;NA;5;2;NA;NA;2;NA;1;1;1;1;1;1;2;1;2;NA;1;1;NA;1;1;1;0;NA;NA;NA;NA;7;4;NA;88;"";NA;88;6;2017;8;1;8301;2;888;6;45;NA;NA;NA;888;6;45;NA;2;NA;2;NA;NA;"";NA;NA;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"";NA;NA;2;2;NA;"";1;NA;NA;1;NA;NA;1;1;3;45;45;5;7;1;1;7;1;234,921567258038
"281";2021;6;8;8102;8081;1;"810200100442";72339;1226520927;2021;7;1;4;52;1;6;4;5;1;3;0;152;1;NA;1;NA;NA;NA;"";NA;NA;NA;NA;NA;5;2;NA;NA;2;NA;1;1;1;1;1;1;2;1;2;NA;1;1;NA;1;1;88;0;NA;NA;NA;NA;19;1;3;88;"";NA;88;7;2019;8;1;8108;2;888;888;42;NA;NA;NA;888;888;42;NA;2;NA;2;NA;NA;"";NA;NA;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"";NA;NA;2;2;NA;"";1;NA;NA;2;NA;NA;1;1;3;42;42;5;19;1;1;8;1;146,28381058158
"282";2021;6;12;12101;12000112;1;"16585";84366;733489519;2021;6;1;2;38;2;3;4;4;1;2;0;152;1;NA;1;NA;NA;NA;"";NA;NA;NA;NA;NA;5;1;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;2;NA;4;NA;7;1;1;88;"";NA;88;3;2020;12;1;12101;2;6;2;12;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;NA;"";NA;NA;2;NA;NA;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;3;1;NA;NA;NA;NA;NA;NA;NA;3;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;"";NA;NA;NA;"";NA;NA;2;2;NA;"";1;NA;NA;1;NA;NA;1;1;2;12;12;5;7;2;2;5;1;78,9275562102986
"283";2021;6;5;5109;5100212;1;"33038";91030;828058433;2021;6;1;2;29;2;3;1;7;2;2;0;152;2;2;NA;NA;2;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;"";NA;3;NA;2;4;"";NA;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88;2018;3;1;11;"COMO TENIA A UN FAMILIAR ENFERMO FALTABA MUCHO";0;11;NA;"";NA;NA;NA;2;NA;"";2;5804;NA;1;NA;NA;9;13;0;NA;NA;6;NA;NA;NA;3;3;337,333770778067
"284";2021;6;13;13122;13100312;1;"19940";78789;629573642;2021;7;1;2;73;2;2;2;6;2;1;0;152;2;2;NA;NA;2;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;"";NA;3;NA;2;5;"";NA;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88;1980;4;2;NA;"";NA;NA;2;"";NA;2;NA;2;NA;"";1;NA;NA;2;NA;NA;9;13;0;NA;NA;4;NA;NA;NA;12;3;257,959820982998
"285";2021;6;3;3202;3012;2;"3012320290";61256;549480573;2021;6;1;4;28;2;4;4;5;1;3;0;152;1;NA;1;NA;NA;NA;"";NA;NA;NA;NA;NA;9;2;NA;NA;2;NA;1;1;1;1;1;1;88;1;2;NA;1;2;9;1;1;1;0;NA;NA;NA;NA;2;4;NA;88;"";NA;88;88;2018;3;1;3202;2;888;888;48;NA;NA;NA;888;888;48;NA;2;NA;2;NA;NA;"";NA;NA;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"";NA;NA;2;2;NA;"";1;NA;NA;1;NA;NA;1;1;3;48;48;5;9;1;1;3;1;85,6553867171104
"286";2021;6;10;10101;10100112;1;"42934";81832;1041890765;2021;5;1;1;37;1;1;5;9;2;3;1;152;1;NA;1;NA;NA;NA;"";NA;NA;NA;NA;NA;3;2;NA;NA;2;NA;1;1;1;1;1;88;88;1;2;NA;1;1;NA;1;1;1;0;NA;NA;NA;NA;14;4;NA;88;"";NA;88;88;2016;10;1;10101;2;5;5;25;NA;NA;NA;5;5;25;NA;2;NA;2;NA;NA;"";NA;NA;1;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"";NA;NA;2;2;NA;"";1;NA;NA;1;NA;NA;1;1;3;25;25;7;14;1;1;5;1;251,461935995591
"287";2021;6;8;8106;8100111;1;"10950";49248;927921834;2021;7;1;4;34;2;4;2;7;1;5;0;152;1;NA;1;NA;NA;NA;"";NA;NA;NA;NA;NA;3;2;NA;NA;1;NA;1;1;1;1;1;1;2;1;2;NA;1;3;15;1;1;1;0;NA;NA;NA;NA;16;5;NA;88;"";NA;88;88;2013;8;1;8106;2;888;5;44;NA;NA;NA;888;5;44;NA;2;NA;2;NA;NA;"";NA;NA;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"";NA;NA;2;2;NA;"";1;NA;NA;1;NA;NA;1;1;4;44;44;6;15;1;1;4;1;170,102350321545
"288";2021;6;7;7401;7400110;1;"15113";78155;899477200;2021;7;1;2;14;1;4;8;3;1;0;0;152;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"";NA;NA;NA;2;NA;"";1;NA;NA;1;NA;NA;0;0;0;NA;NA;4;NA;NA;NA;NA;NA;171,621996497144
"289";2021;6;16;16101;16100112;1;"26509";94403;539741732;2021;7;1;2;58;1;2;2;5;2;1;0;152;2;2;NA;NA;2;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;"";NA;8;NA;2;8;"";NA;8;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88;2018;3;5;NA;"";NA;NA;NA;"";NA;NA;NA;2;NA;"";1;NA;NA;1;NA;NA;9;21;0;NA;NA;5;NA;NA;NA;9;3;129,768959836974
"290";2021;6;8;8111;8100212;1;"29109";47394;1428197053;2021;7;1;1;58;2;1;4;4;1;6;1;152;1;NA;1;NA;NA;NA;"";NA;NA;NA;NA;NA;9;2;NA;NA;1;NA;1;1;1;1;1;1;2;1;1;2;1;1;NA;1;1;1;0;NA;NA;NA;NA;15;5;NA;88;"";NA;88;88;2014;8;1;8111;2;9;5;45;NA;NA;NA;9;5;45;NA;2;NA;2;NA;NA;"";NA;NA;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"";NA;NA;2;2;NA;"";1;NA;NA;1;NA;NA;1;1;4;45;45;5;15;1;1;9;1;112,934282584739
"291";2021;6;7;7301;7300112;1;"18835";85855;1069978915;2021;6;1;1;48;2;1;4;4;1;6;1;152;1;NA;1;NA;NA;NA;"";NA;NA;NA;NA;NA;9;2;NA;NA;2;NA;1;1;1;2;1;1;2;1;1;1;1;1;NA;1;1;1;0;NA;NA;NA;NA;1;4;NA;88;"";NA;88;3;2021;7;1;7301;2;9;5;45;NA;NA;NA;9;5;45;NA;2;NA;2;NA;NA;"";NA;NA;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;77;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"";NA;NA;2;2;NA;"";1;NA;NA;1;NA;NA;1;1;3;45;45;5;1;1;1;7;1;236,317048939408
"292";2021;6;13;13203;13362;2;"1336213203279";71324;1252989696;2021;6;1;1;74;1;1;3;14;2;4;1;152;2;2;NA;NA;2;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;"";NA;7;NA;1;NA;"";NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;2020;1;1;10;"";NA;10;NA;"";NA;NA;NA;1;1;"";1;NA;NA;1;NA;NA;8;18;0;NA;NA;6;NA;NA;NA;12;3;253,582049150406
"293";2021;6;5;5401;5400110;1;"32849";100053;538583229;2021;5;1;1;74;1;1;8;3;1;1;1;152;2;2;NA;NA;2;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;"";NA;5;NA;2;8;"";NA;8;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88;2015;4;4;NA;"";NA;NA;NA;"";NA;NA;NA;2;NA;"";1;NA;NA;1;NA;NA;9;17;0;NA;NA;4;NA;NA;NA;12;3;167,53664176222
"294";2021;6;4;4102;4100112;1;"23146";48423;554379187;2021;7;1;1;71;1;1;5;9;1;1;1;152;2;2;NA;NA;1;10;"";NA;10;2;3;1;7;1;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;2;NA;4;NA;3;1;1;88;"";NA;88;1;2015;4;1;4102;2;6;3;18;NA;NA;NA;NA;NA;NA;NA;2;NA;1;18;6;"";NA;6;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"";NA;NA;2;2;NA;"";1;NA;NA;2;NA;NA;3;6;2;18;0;7;3;2;2;12;1;97,7190061165172
"295";2021;6;9;9116;9100220;3;"35214";47166;637896477;2021;7;1;2;17;1;4;3;5;2;3;0;152;2;2;NA;NA;1;10;"";NA;10;2;1;NA;9;1;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;2;NA;4;NA;1;1;1;88;"";NA;88;99;2019;9;1;9116;2;4;2;8;NA;NA;NA;NA;NA;NA;NA;2;NA;1;8;4;"";NA;4;1;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;"";NA;NA;NA;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;"";NA;NA;2;1;1;"";1;NA;NA;1;NA;NA;3;6;2;8;0;5;1;2;2;1;1;112,729379277374
